feature,cover,gain,weight
consumption_per_sqm_roll_median_6h,2142.880126953125,2584.826904296875,217.0
consumption_per_sqm_roll_min_12h,2588.238525390625,322.98553466796875,348.0
consumption_per_sqm_roll_min_168h,1487.3973388671875,95.26158905029297,370.0
consumption_per_sqm_roll_min_24h,2643.82763671875,104.91062927246094,290.0
consumption_per_sqm_roll_min_3h,2892.43310546875,1738.7274169921875,351.0
consumption_per_sqm_roll_min_48h,1367.6385498046875,132.00198364257812,285.0
consumption_per_sqm_roll_min_6h,2828.515625,4384.87548828125,287.0
consumption_per_sqm_roll_std_12h,1603.80859375,70.116943359375,486.0
consumption_per_sqm_roll_std_168h,2185.69287109375,74.09146118164062,459.0
consumption_per_sqm_roll_std_24h,2876.540283203125,248.82061767578125,409.0
consumption_per_sqm_roll_std_3h,2800.375,1138.666748046875,1619.0
consumption_per_sqm_roll_std_48h,2768.7587890625,129.55331420898438,365.0
consumption_per_sqm_roll_std_6h,1487.0015869140625,175.57217407226562,637.0
dayofweek,7777.8662109375,506.9992370605469,269.0
dayofweek_cos,8738.21875,285.08453369140625,73.0
dayofweek_sin,4408.82373046875,407.9160461425781,136.0
dayofyear,3445.954833984375,199.18057250976562,685.0
dayofyear_cos,3410.1748046875,210.55242919921875,681.0
dayofyear_sin,2952.57373046875,94.0699462890625,753.0
hour,2330.186767578125,5770.51708984375,289.0
hour_cos,1364.7667236328125,10652.1318359375,90.0
hour_sin,3099.98583984375,3157.25390625,212.0
hour_x_dayofweek,2075.014892578125,322.68450927734375,536.0
is_weekend,1117.0,735.3343505859375,2.0
log_building_size_m2,2120.363525390625,880.3797607421875,33.0
log_building_size_m2_x_air temperature,11107.09765625,273.80291748046875,360.0
log_building_size_m2_x_cloud_cover,3221.075439453125,48.869293212890625,106.0
log_building_size_m2_x_hour_cos,10763.1181640625,1572.7996826171875,424.0
log_building_size_m2_x_hour_sin,10143.240234375,2771.586181640625,835.0
season_Autumn,1711.772705078125,81.90010070800781,22.0
season_Spring,955.4705810546875,64.90657806396484,17.0
season_Summer,286.25,137.94113159179688,8.0
season_Winter,308.0,51.381492614746094,5.0
visibility,4998.087890625,43.533512115478516,148.0
visibility_lag_1h,2303.843505859375,36.191001892089844,115.0
visibility_lag_24h,3116.4970703125,34.287540435791016,175.0
visibility_lag_2h,3840.22607421875,23.04121971130371,84.0
visibility_lag_3h,884.6595458984375,45.1832160949707,94.0
visibility_roll_mean_12h,502.7197570800781,35.62618637084961,157.0
visibility_roll_mean_24h,1725.4713134765625,36.41044616699219,157.0
visibility_roll_mean_3h,5612.5,35.456260681152344,66.0
visibility_roll_mean_6h,419.27471923828125,44.834144592285156,91.0
visibility_roll_std_12h,1550.6737060546875,42.30677032470703,141.0
visibility_roll_std_24h,2005.9085693359375,56.95988845825195,186.0
visibility_roll_std_3h,1858.4925537109375,37.10725021362305,134.0
visibility_roll_std_6h,2517.260009765625,36.38188171386719,173.0
